x,y
10.70522972846478,8.119632636831776
8.934888793323069,10.49013313607558
11.167741974080622,8.99783496631834
9.696712971599247,5.796868256770394
9.38712198402999,12.192665919221644
9.933030645825538,8.824134692835694
9.548228065630658,12.583162606328418
9.692867267593119,
11.546291272517777,13.820782981225104
10.273075021658556,11.739072364663787
11.054106726037405,11.277159837356999
10.831436691081526,8.379088192483332
9.549041587903282,7.8282149768303215
8.989770188719874,11.571152286935835
9.39064726941691,
8.021098665773929,
9.505112061417725,6.93161465569872
9.87722103124308,11.606412053917243
10.486646945987015,10.004929270927343
10.200554803993928,8.476598366804994
8.778353185058187,8.605064271995516
10.405742016391214,9.322941696547971
9.991634577129236,
10.291972988588725,14.14369819086717
11.5826063319194,11.69522048948052
9.26546581234744,7.758578470955527
9.43568442809876,13.020198167691893
10.756120573211025,
11.240891919489412,11.542748724346097
10.756174808500113,12.590531635384474
10.562052782508612,8.661629247472643
9.062188699622608,10.544335061881899
10.570802427622032,12.454833958016831
9.83517902303717,
10.141084825423272,7.924481534610293
9.41228467442458,
9.224160285493307,12.01299646180266
10.73519807655359,6.322682324159223
9.910883625595039,
8.864412841563656,8.549378483878428
9.512896070172756,12.174134908581722
10.570853092977018,12.876854098430176
9.23215104845644,
9.142616671657061,8.731338624387329
10.116277509002169,13.61498637996251
9.103846771994203,11.992214438838095
10.832874164233079,10.313562042416828
10.729108026083061,
9.035880024845305,8.12147327214712
9.731881771847613,
8.601422031194858,11.112071343056659
11.837278326555769,11.233678537069464
10.024142130876292,9.957346548974428
8.683384348494485,
8.86480388342335,
10.878841486655073,
10.354436559586011,8.726566877448533
10.197099549539224,11.754115496261672
9.764904478222151,7.6254475952373175
8.568076408771402,13.39379999794325
9.609600638702931,
10.52906833670277,
9.808916843114062,12.786334490291354
10.353369645265312,11.407016456607929
9.601245563944254,
9.222152055468348,8.272588544600923
10.227466759211689,8.689812320585101
10.228727015822212,11.318003010886969
11.277013711353467,
9.749684119733551,12.630752429999616
10.092075877096997,8.573774968284951
10.235300371957774,12.195025641597335
9.850036707384033,10.963970633790852
11.092157855468693,
10.101333869452782,
10.200624123060264,
8.672853446035088,7.554536732003317
10.118753135926553,8.233905610968128
9.624756420180884,10.959307019602864
9.898759297650964,12.385479935430595
9.862846831827023,10.03518834114885
10.498138394926348,
9.364719046321401,11.152945574697053
9.225699366374744,12.63906307451308
9.80597232212799,
9.946881722836984,8.183093118167482
10.051553206118113,8.716872905710755
11.040811238228637,
9.567798417037405,10.53240508410754
10.098979468051258,
11.032085469311427,
9.746193972542624,12.416822168829134
8.191889349599334,
9.308408763636043,
10.27689187317156,
9.978809418998038,
9.910821267320216,
7.715299093513499,
9.921616703444,9.533569993604164
9.845888720132749,
9.577075664345076,11.218168857518512
10.486699426829922,13.81172784816755
9.85386768399337,
9.352780163974623,
10.197059004482618,
10.40990257381749,11.003795523273382
8.998678636523822,
11.139992633154414,8.841080255885904
10.261360515935047,11.552018525370507
10.002577513800434,8.681399688565689
9.60972169240839,7.8251180389593475
9.744281951830267,
8.996809285540449,11.656883147207513
9.027948813674612,8.50102733522601
10.0877207656236,7.856841368716058
10.533065725640915,7.227955682253921
10.048640696395633,
9.692997909365934,
9.862578940056606,11.788307325469125
9.859206283934137,11.028959865339479
10.197751370513432,
9.311060312569763,
9.774463350100833,
8.477957288996471,11.092037302372573
10.256994821577836,7.462344264407459
10.590475702559363,13.22668522822385
8.803538262963169,8.81796030829279
9.94301905724357,11.28637026913326
10.081528508337394,11.02312971763831
